Gene	SRX339763	SRX339764	SRX339815	SRX339780	SRX339781	SRX339782	SRX2925336	SRX2925337	SRX2925320	SRX2925321	SRX2641029	SRX3054171	SRX3054175	SRX3054195	SRX339789	SRX339790	SRX339791	SRX3804718	SRX3804723	SRX2520724	SRX2520725	SRX2520726	SRX2792105	SRX3804727	SRX2792102	SRX2792103	SRX2792104	SRX3804721	SRX3804725	SRX339775	SRX339776	SRX339779	SRX339756	SRX339757	SRX339758	SRX339762	SRX339773	SRX2527292	SRX2527293	SRX2527288	SRX339816	SRX339817	SRX339818	SRX339819	SRX2664285	SRX3141064	SRX3141035	SRX3141068	SRX3141040	SRX3141075	SRX3141038	SRX3141039	SRX793136	SRX339783	SRX339784	SRX3883790	SRX3883791	SRX339807	SRX3558056	SRX3558057	ERX2154018	SRX2423172	SRX2423173	SRX339796	SRX339799	SRX2545792	SRX2545793	SRX2545794	SRX339792	SRX339795	SRX339798	SRX3804722	SRX3804724	SRX3558094	SRX339804	SRX339805	SRX339806	ERX2154030	ERX2154026	ERX2154021	ERX2154022	ERX2154023	SRX3558102	SRX2792109	SRX2792110	SRX1973318	SRX339777	SRX339778	SRX3054177	SRX3054181	SRX3558055	SRX3804716	SRX339759	SRX339801	SRX339802	SRX339803	ERX2154032	SRX3206840	SRX339823	ERX2154027	ERX2154028	SRX339809	SRX3054173	SRX339808	SRX339794	SRX339797	SRX339793	SRX339766	SRX339767	SRX3100534	ERX2154029	ERX2154015	ERX2154016	ERX2154017	SRX339810	SRX339811	SRX339768	SRX339769	SRX339770	SRX339765	SRX339774	SRX1973316	SRX1973317	SRX2527286	SRX2527287	SRX339820	SRX339821	SRX339785	SRX3883788	SRX339760	SRX339761	SRX2792107	SRX2792108	SRX3804720	SRX2527294	SRX3883792	SRX3883796	SRX3206841	SRX3206842	ERX2154025	SRX339786	SRX339787	SRX339788	SRX3100535	SRX339822	SRX2909951	SRX2909952	SRX2909953	SRX2909945	SRX2909946	SRX2909947	SRX2925340	SRX2925341	SRX2925324	SRX2925325	SRX2425991	SRX2425992	SRX2792111	SRX3045731	SRX2664283	SRX2664284	SRX793139	SRX793140	SRX793135	ERX2154019	ERX2154020	SRX3804715	SRX339771	SRX339772
Zm00001d016311	-1.344585	-1.408312	-0.608413	1.580902	0.829718	0.950692	0.000413	-0.071239	-0.152985	-0.201199	0.436586	0.080552	-0.150410	0.058282	0.422774	0.312322	0.101437	0.140678	0.167306	0.278890	0.257162	0.116231	-0.266203	-0.027918	-0.262393	-0.253921	0.095571	0.406567	0.380683	0.654409	0.577317	0.483098	0.283635	0.166383	0.180648	-0.575509	-0.482040	0.036936	0.041629	-0.092469	-0.161279	-0.174088	-0.205908	-0.223979	0.175553	-0.525327	-0.729263	-0.766536	-0.601892	-0.476222	-0.172202	-0.369857	0.144662	0.590476	0.468250	0.764956	0.683226	-0.373269	0.350183	0.497106	0.310286	-0.068761	-0.104731	-0.704124	-0.669677	0.132985	0.157567	-0.273873	-0.253921	-0.211047	-0.256029	0.108797	-0.024662	0.365398	-0.514008	-0.591672	-0.566678	1.126315	0.000000	0.277085	0.122689	0.272661	0.147786	-0.440798	-0.379423	0.214107	0.037219	0.319655	0.223884	0.139243	0.282748	-0.160282	-0.332185	-0.815783	-0.773627	-0.758479	1.120912	0.085104	-0.440120	0.541303	0.316305	-0.387421	0.387421	-0.138071	-0.500857	-0.554804	-0.418816	0.438462	0.512417	-0.157717	0.819383	0.279093	0.353262	0.307672	-0.188487	-0.137300	-0.404031	-0.014353	-0.360038	0.164181	0.000000	0.338229	0.227763	-0.219156	-0.140699	-0.181759	-0.213322	0.115826	0.513108	-0.273571	-0.166423	-0.188650	0.071512	0.117139	0.140203	-0.185888	-0.065001	0.056393	0.002984	0.051310	0.138280	0.194417	0.312270	-0.422515	-0.222451	0.006440	0.032614	-0.039055	0.052786	-0.105406	0.082651	-0.101923	-0.060128	0.021227	0.110796	0.099801	0.099143	-0.347836	0.148891	0.029502	-0.029502	0.201623	0.114492	-0.316114	0.123398	0.047704	-0.171102	-0.244693	0.244693
Zm00001d016595	-0.531006	0.011114	-0.554371	0.367470	0.306155	0.400636	0.004596	0.081988	-0.112759	-0.118431	-0.051620	-0.031523	-0.055710	0.283463	0.564628	0.547963	0.455264	-0.124508	-0.002452	0.940272	0.782239	0.814869	-0.858263	-0.246447	-1.142643	-0.663173	-0.493212	0.384649	0.424917	0.487689	0.430600	0.340730	0.225207	-0.113688	0.065396	-0.539361	-0.324887	-0.851407	-0.616568	-0.254812	-0.414578	-0.547274	-0.520948	-0.669222	-0.155529	0.334359	-0.015737	0.613199	0.495696	0.244037	0.344103	0.539494	0.648769	0.635561	0.466812	0.201628	0.175501	-0.442607	0.159501	-0.098022	-0.247408	-0.745805	-0.244644	-0.566673	-0.509572	0.224562	0.233309	0.122233	0.245144	0.368803	0.439522	0.152323	0.097241	0.463364	-0.776691	-1.023494	-0.752223	0.292266	0.000000	-0.079752	-0.258870	-0.235680	0.582590	0.111090	-0.119380	0.320807	0.500758	0.303760	0.557735	0.560912	0.425294	-0.453278	0.172719	-0.720178	-0.856637	-0.766506	0.249742	-0.456016	0.497539	-0.094860	-0.241795	-0.911808	0.911808	-0.016534	-0.235572	-0.530208	-0.140662	0.837510	0.948361	-0.786638	-0.076256	-0.303660	-0.448796	-0.298630	-0.544568	0.223884	0.226667	0.024043	0.357393	0.763670	0.000000	0.491373	0.416917	-0.280548	-0.280192	-0.258943	-0.613014	0.362013	0.148382	-0.000128	0.014139	-0.368776	0.023755	0.345022	-0.183593	0.123875	0.131096	-0.058034	-0.162010	0.148664	0.107478	0.177241	0.331585	-0.996509	0.380203	0.033033	-0.012175	-0.020857	0.274484	0.389741	0.337003	-0.278613	-0.338255	-0.143671	-0.240688	-0.217755	-0.097613	0.167588	0.147779	-0.043221	0.043221	0.058245	-0.064891	0.006647	0.090999	0.032904	-0.123903	0.112599	-0.112599
Zm00001d016801	-0.244027	-0.373159	0.651195	-0.331552	0.111795	0.185747	0.082751	-0.004905	-0.054962	-0.227440	-0.317874	0.058754	-0.068200	0.531873	-0.314939	-0.196709	-0.125630	-1.132960	-1.304627	0.379763	0.363013	0.412836	-0.438270	-1.162142	-0.329212	-0.514393	-0.478950	-0.654249	-0.694599	-0.686872	-0.584547	-0.014733	0.298897	0.145268	-0.017750	-0.390062	-0.101332	-0.452358	-0.354642	-0.069313	0.489617	0.564004	0.628782	0.756323	-0.122511	1.053333	0.785069	0.733232	0.397929	0.250702	0.382567	0.228845	-0.380251	0.365212	-0.091460	-1.242651	-0.971511	-1.259638	0.262941	0.387909	-0.082309	-0.658770	-0.766879	0.449660	0.675236	0.236070	0.199021	0.261291	1.035592	1.026823	1.085713	-0.764652	-0.668244	0.343649	0.830856	0.828219	0.826068	0.342757	0.000000	0.120152	0.237215	0.211552	0.597138	-0.469856	-0.696200	0.117196	-0.017284	-0.107510	0.314292	0.489656	0.412797	-1.804045	-0.636887	0.630188	0.742087	0.758927	0.315437	-0.795680	0.433286	-0.355757	-0.496697	-0.494360	0.494360	-1.054861	-0.087455	-0.125866	0.741914	0.024429	-0.062384	0.853108	-0.288888	-0.206739	-0.230157	-0.272178	-0.400405	-0.540500	0.381314	0.532709	0.402243	0.333713	0.000000	-0.023984	0.034682	0.074633	-0.154339	0.798623	1.022325	0.107880	-0.563472	-0.672037	-0.624316	0.185900	0.228623	-0.414522	0.221979	-0.481358	-0.656370	0.063518	0.013558	0.838671	-0.340097	-0.280478	-0.298736	0.822688	0.096621	0.094919	0.039163	-0.134082	0.125050	0.045080	-0.012317	-0.075675	0.015657	-0.056216	-0.041578	-0.064052	0.207664	-0.094225	-0.049388	0.048738	-0.048738	0.028755	0.413214	-0.441968	0.671392	0.492816	-1.164208	-0.048070	0.048071
Zm00001d017787	0.445110	0.528831	-0.953048	0.179360	-0.031131	-0.169125	0.642801	0.575090	0.105048	-0.018792	-1.025763	0.164432	0.098903	-0.541717	-0.689855	-0.697842	-0.595455	0.194484	0.252653	-0.971152	-0.952175	-0.960053	0.343458	-0.761339	0.754811	0.683574	0.872190	-1.308234	-1.297334	-0.356680	-0.596051	-0.246048	0.211143	0.440475	0.331529	0.922572	-0.905309	-0.182097	-0.209529	-0.093030	-0.819263	-0.749887	-0.784914	-0.786809	1.161569	-1.045535	-0.664266	-0.611637	-0.133011	-0.256966	0.363038	0.240139	-0.436418	1.336798	1.413533	0.495763	0.497675	-0.302512	1.739188	1.675066	-0.070149	0.650154	0.431966	-0.187417	-0.279384	1.585692	1.486581	1.612371	-0.795901	-0.839648	-0.778451	-1.275050	-1.354928	1.630439	0.211832	0.170942	0.210516	1.074165	0.000000	-0.481003	-0.786948	-0.629206	1.436363	0.158045	0.302751	-1.102795	-0.515929	-0.344743	1.097159	1.368439	1.539064	-0.686525	0.240033	0.142658	0.236560	0.181290	0.970262	-1.020798	-1.073389	-0.444793	-0.586494	-0.719838	0.719838	-0.023176	1.147414	1.288041	0.031346	-0.492645	-0.309564	-1.538083	-0.103336	0.297286	0.430767	0.461298	0.458782	0.703245	-0.813893	-0.506782	-0.799425	-0.231281	0.000000	-0.721582	-0.862846	-0.119161	0.029876	-0.759621	-0.750363	0.909451	0.693452	0.834500	0.746296	0.387829	0.445094	-0.832923	0.479284	-0.268034	-0.244217	-0.244538	-0.053248	0.330753	0.370114	0.149578	0.303621	-0.778205	-0.045108	-0.086190	-0.022622	0.108811	-1.452434	-1.446958	-1.456533	1.075786	1.082475	1.038823	1.158840	-0.004900	-0.115243	0.355904	-0.235759	0.054888	-0.054887	0.344446	0.357735	-0.702181	0.076147	0.148269	-0.224415	-0.201062	0.201062
Zm00001d018230	-0.334138	-0.324072	-0.308305	0.162521	0.399155	0.404838	0.304229	0.247654	0.209628	0.122124	-0.364290	0.258393	0.167661	-0.945397	-0.361605	-0.361426	-0.694440	0.164440	0.083614	-0.616915	-0.684127	-0.592067	0.445280	0.266388	0.515340	0.458197	0.646512	-0.757195	-0.481976	0.026442	0.061034	-0.610809	0.336511	0.728974	0.623854	-0.198700	-0.457188	0.637329	0.700816	0.265201	-0.168496	0.002721	-0.052208	-0.324416	0.505218	0.175506	0.039103	0.349999	0.092275	0.146549	0.511932	0.435055	-0.724107	-0.055154	0.381465	0.068563	0.011240	-1.167750	0.821773	1.064434	0.254595	-0.162416	0.052702	-0.302343	-0.286740	-1.045225	-1.144389	-1.152873	-0.012150	-0.068967	0.013318	0.244456	0.026931	0.828132	-0.074483	-0.154618	-0.157702	0.884585	0.000000	0.033094	-0.035883	0.100163	0.126486	-0.075722	-0.148136	0.035504	-0.388893	-0.719133	0.945480	0.480186	0.725665	-1.199170	-0.177749	-0.085163	-0.095801	-0.180248	0.901976	0.252176	-0.677514	-0.003557	0.186243	-1.132097	1.132097	-0.727487	0.627840	0.631876	-0.005222	-0.451845	0.141125	-0.754732	0.538447	0.691127	0.210126	0.420779	0.075924	0.135463	-0.474571	-0.319428	-0.339985	-0.399437	0.000000	0.008798	-0.006172	0.309509	0.220455	-0.015175	-0.452707	0.192999	-0.009629	-0.053834	-0.194243	-0.107152	0.083380	0.023772	0.580587	-0.643243	-0.539068	0.073250	0.151662	0.376810	0.084500	0.028854	0.148930	-0.421643	0.159360	-0.029716	0.023359	0.006356	-1.020080	-1.136832	-1.008093	0.653550	0.685004	0.910602	0.915848	0.150955	0.074750	0.327689	-0.553395	-0.046679	0.046679	0.394243	0.379722	-0.773964	0.494616	0.440589	-0.935204	-0.354793	0.354793
Zm00001d018359	0.023222	0.450128	0.672070	-0.460994	-0.349487	-0.334937	-0.189651	-0.143657	-0.229755	-0.008618	0.359129	-0.123672	0.325562	0.010665	0.133674	0.191405	-0.045078	-0.819655	-0.806135	-0.275393	-0.117927	-0.141673	0.357957	-0.856750	0.322630	0.178186	0.263155	-0.778481	-0.852329	-0.673688	-0.292204	0.252676	-0.629304	-0.538148	-0.522843	0.724321	-0.628874	0.815759	0.927587	-0.151876	0.435462	0.146412	0.233140	0.596415	0.097327	-0.193133	0.214932	0.210787	0.624941	0.378547	0.813752	0.807933	0.884046	0.261911	0.431242	-0.076048	-0.002507	-0.010252	0.398475	0.505419	0.682194	0.566366	0.642259	-0.499518	-0.237943	0.171847	0.015839	0.052195	-0.748753	-0.770764	-0.744343	-1.388442	-1.310372	0.501210	0.205549	0.226437	0.341518	-0.501062	0.000000	0.093821	-0.004125	0.182414	0.170461	-0.159408	-0.283165	-0.066386	0.199297	0.245231	0.465116	0.235494	0.230537	-0.490764	0.641280	0.081745	0.125817	0.067252	-0.216811	-0.949284	-0.024164	-0.207022	-0.337333	-0.145362	0.145362	0.039373	0.264016	0.385723	-0.134165	-0.076459	-0.312875	-0.168390	0.002777	0.429021	0.427909	0.325649	0.816255	-0.270062	-0.650225	-0.177832	-0.857717	-0.042996	0.000000	-0.014801	-0.161135	-0.414073	-0.359544	-0.023032	0.367330	-0.239822	0.056149	0.349570	0.439356	0.432714	0.489111	-0.921826	1.233191	-0.150470	-0.248571	-0.658529	-0.671805	0.496182	-0.016306	0.069038	-0.015367	-0.213826	0.176460	0.012641	-0.034666	0.022026	0.006319	0.187890	0.022093	-0.067133	0.070947	-0.133551	-0.086566	0.087503	-0.122441	-0.268604	0.303541	-0.005845	0.005846	-0.299363	-0.200052	0.499416	0.303301	0.375535	-0.678836	-0.154591	0.154591
Zm00001d018482	0.527880	0.434094	0.624272	-0.687775	-0.317570	-0.580900	-0.089054	-0.277485	-0.345085	-0.302243	-0.131638	0.641465	0.429811	0.074226	0.697977	0.458583	0.441772	0.765755	0.747688	0.704019	0.715831	0.781319	-1.227970	0.510389	0.160074	-0.100689	0.032889	1.402562	1.418951	-0.103839	0.103578	0.093321	-0.081820	-0.148546	-0.081991	1.268285	-0.681976	-0.292479	-0.265294	-0.250027	0.320118	-0.222400	-0.085422	0.113812	-0.605327	-0.245978	-0.797309	-0.763241	-0.294054	-0.372180	-0.509747	-0.442388	0.033348	-0.167644	-0.397175	-0.627512	-0.745562	0.921668	0.150738	0.178943	0.255895	0.594629	0.385144	-0.597317	-0.696721	0.514611	0.475370	0.458433	-0.870946	-0.782080	-0.756503	-0.064722	0.054301	0.066715	-0.443279	-0.506802	-0.478132	-0.119650	0.000000	-0.201871	-0.319906	-0.190782	-0.018870	0.414487	0.316941	0.687345	0.024034	0.418207	0.373059	0.067601	0.095932	1.337494	0.774456	-0.421431	-0.566388	-0.295883	-0.012479	-0.984451	0.173380	-0.836223	-0.834653	0.456426	-0.456425	1.035606	-0.058709	0.070634	-0.642024	0.197355	-0.079327	0.369442	-0.892976	0.011704	-0.150534	-0.187888	-0.137762	-0.303536	0.090835	0.353289	0.024880	0.299010	0.000000	0.458218	0.303241	-0.341329	-0.316142	-0.142296	0.435506	-0.593481	-0.578787	0.405238	0.369828	-0.497381	-0.533992	1.031373	0.470239	0.041282	-0.144547	-0.434426	-0.384489	0.451939	-0.184902	0.095257	-0.093800	0.229116	-0.045669	0.037980	0.039079	-0.077059	0.609610	0.401668	0.555168	-0.489530	-0.519680	-0.247973	-0.309266	0.049606	-0.056191	0.089446	-0.082862	0.021619	-0.021619	-0.054098	-0.004968	0.059067	-0.369514	-0.224741	0.594254	-0.042201	0.042201
Zm00001d018574	-0.942094	-0.795213	2.215845	-0.230850	-0.112502	-0.135188	-0.164529	0.154740	-0.069177	0.050963	-0.433154	-0.170061	-0.096763	0.727983	0.568900	0.414036	0.781396	-0.984438	-0.981585	-0.458695	-0.570563	-0.574611	-0.230115	-0.554314	-0.643070	-0.385036	-1.020605	-0.003315	0.373007	-0.144790	0.045722	0.182553	0.089864	-0.329338	0.088974	-0.842660	0.778946	0.608029	0.376279	-0.307359	1.626788	1.593276	1.657782	1.369192	-1.157822	1.326876	0.496658	0.635450	0.603641	0.897508	-0.993255	-0.844744	-0.856241	-0.930641	-0.974301	-1.334565	-0.969561	1.291070	-1.385457	-1.168941	-0.996997	-0.216237	-0.897993	1.312910	1.194732	-0.070424	0.144153	-0.009205	1.288059	1.269626	1.242966	-0.246158	-0.441248	-0.932989	0.610662	0.589971	0.433701	-1.435458	0.000000	0.458566	0.722414	0.403463	-0.982594	-0.236004	-0.365845	0.840627	0.464996	0.481531	-1.396258	-0.841364	-0.806571	0.535267	-0.409682	0.980330	0.733750	0.979534	-1.039611	0.029796	1.411113	-0.990270	-0.973195	1.336113	-1.336113	0.765453	-1.170639	-1.027180	0.955895	0.351967	0.554829	1.251562	-1.681884	-1.387903	-1.175857	-1.163966	-0.604067	0.392130	1.110186	0.831537	1.127414	0.870527	0.000000	0.540702	0.608315	-0.316414	-0.370560	1.325338	1.782760	-1.352709	-0.780880	-0.795154	-0.641401	-0.037980	-0.017884	0.055863	0.290699	0.578472	0.041460	-0.215456	-0.197915	-0.497259	-0.396871	-0.176138	-0.352868	0.619829	0.306048	0.012183	-0.073825	0.061643	1.165501	1.084842	1.097916	-0.721426	-0.844904	-0.929080	-0.852849	0.725334	0.530900	-0.392016	-0.864219	0.042691	-0.042691	-0.076224	0.131229	-0.055006	-0.377839	-0.638912	1.016750	0.023087	-0.023087
Zm00001d018616	0.303406	0.476581	-0.282468	0.381980	-0.424042	-0.455454	-0.386366	-0.339357	-0.251345	-0.375045	0.409592	0.148759	0.118409	0.675350	0.375058	0.441464	0.765439	0.687972	0.801727	-0.401940	-0.325987	-0.281923	-0.266598	-0.208293	-0.473015	-0.496458	-0.737780	-0.431890	-0.194095	0.594693	0.289787	0.069176	1.122467	1.021829	1.075886	0.678546	0.672098	0.166863	0.143044	-0.395724	-0.136448	-0.056771	0.048965	0.084237	-0.500838	0.008277	-0.169880	-0.082785	-0.334946	-0.098067	0.046972	-0.189512	-0.076322	-0.404201	-0.124449	-0.589807	-0.475795	-0.255577	-0.879158	-0.868100	0.649560	-0.312442	-0.305043	0.230971	0.235656	0.285639	0.105995	0.266104	-0.009922	0.007049	-0.014358	-0.108474	-0.103308	-0.737094	-0.013295	0.095762	0.079363	0.009690	0.000000	0.470451	0.366657	0.406029	0.131458	-0.723830	-0.650765	0.342017	0.257066	0.106151	-0.451828	-0.032578	-0.865537	-0.357815	0.165627	0.176613	0.143171	0.241888	-0.005931	-0.212133	-0.294510	0.303583	0.484213	0.007379	-0.007379	-0.518667	-0.323815	-0.308508	0.204347	0.298076	0.376858	0.066673	0.205035	0.340726	0.185505	0.091005	-0.744752	-0.607688	0.513745	0.031798	0.220679	-0.031022	0.000000	0.031659	0.075332	-0.484046	-0.355724	-0.136254	-0.360037	0.160853	-0.499112	0.960395	0.606938	-0.066740	-0.030426	0.097166	0.351543	-0.193746	-0.146291	-0.106850	0.008304	0.087038	0.393970	0.340066	0.254099	-0.149442	-0.838693	-0.083046	-0.104230	0.187276	0.695102	0.494366	0.609797	-0.447173	-0.434479	-0.373242	-0.544371	0.456885	0.389144	-0.736754	-0.109274	0.009373	-0.009373	-0.076957	0.063484	0.013473	0.264744	0.348819	-0.613564	0.302772	-0.302772
Zm00001d018813	0.052891	0.032978	0.130778	-0.274001	0.053452	0.003900	-0.040216	-0.082314	0.478199	0.772169	-0.957564	0.518807	-0.259857	-0.429221	-0.515687	-0.640006	-0.401850	-1.103450	-1.078562	-0.931631	-0.860877	-0.819398	0.697668	-0.497335	0.540025	0.624810	-0.113820	-0.701830	-0.802848	-0.680966	-0.769532	0.379878	-0.355568	-0.336189	-0.346361	-0.462157	-0.406141	0.281553	0.465291	-0.496217	-0.427867	-0.685024	-0.426188	-0.461773	0.923668	-0.428046	-0.740968	-0.495626	0.156468	-0.592310	-0.490005	-0.179636	-0.228632	0.225430	0.162645	0.518731	0.333580	-1.257359	0.494397	0.542551	-0.174607	2.092578	1.618666	1.284192	0.668806	2.876324	2.764555	2.287165	-0.579123	-0.577543	-0.673911	-0.578525	-0.443408	-0.303832	1.057567	1.034693	0.914111	-0.880538	0.000000	-0.508837	-0.578713	-0.371682	0.553680	0.628952	0.276600	-0.310748	0.132763	0.449840	0.390383	1.425929	0.177163	-1.399773	0.631579	0.231671	0.876709	0.854374	-1.060329	-0.029770	-0.449611	-1.026173	-0.894013	-1.287336	1.287337	-1.343565	1.603889	1.482558	1.047934	-0.699454	-0.635073	-0.589653	-0.866633	-0.162289	-0.057942	-0.122831	1.254848	1.706177	-0.595213	-0.512894	-0.704345	-0.805507	0.000000	0.051876	-0.134661	-0.399157	-0.419439	-0.553595	-0.338230	0.173496	0.169998	0.801325	0.648385	0.458312	0.119272	-0.577583	0.566734	0.143310	-0.074007	0.056854	0.266731	-0.959621	0.014405	-0.033230	-0.374813	-0.032523	0.426161	-0.040601	-0.072594	0.113195	-0.504129	-0.695896	-0.628633	0.581261	0.429167	0.399793	0.418439	0.190295	0.270054	-0.816870	0.356521	-0.015979	0.015980	0.334794	0.072837	-0.407632	0.281818	0.234617	-0.516434	0.037240	-0.037240
Zm00001d019142	0.087705	0.140954	0.429581	-0.696849	0.193491	-0.154882	-0.263868	-0.304186	-0.466668	-0.438688	0.240958	0.169446	0.321602	0.741408	-0.503743	-0.477173	-0.020573	-0.739239	-0.815804	-0.990037	-0.976616	-0.993597	0.841762	-1.105456	0.885612	0.828808	0.241614	-0.699478	-0.988750	-0.576799	-0.338436	0.355253	-0.430161	-0.317404	-0.407559	0.872534	-0.653781	0.584677	0.555473	-0.211564	0.603657	0.225964	0.436225	0.400404	1.494471	-1.059848	-0.733821	-2.360549	-0.720767	-0.634909	-0.938409	-0.959190	0.416301	0.065825	0.610725	0.182963	-0.340706	0.575795	0.361486	0.631646	1.340730	-0.232543	-0.376707	0.406574	0.099731	1.615076	1.551730	1.428323	0.375499	0.423838	0.488601	-0.835448	-0.850280	0.335770	0.259498	0.378171	0.361486	1.053148	0.000000	0.344623	0.255483	0.279960	-0.355425	-0.285762	-0.238880	0.713552	-0.534208	0.259604	0.747628	0.814833	-0.058380	-0.495963	0.003812	-0.136543	-0.241900	-0.042553	0.403252	-0.711241	-0.408374	-0.193549	-0.119974	-0.375046	0.375046	0.177532	0.013293	0.174027	-0.063289	-0.788440	-0.775121	1.136749	0.125246	1.151844	0.924583	0.801200	0.111050	0.531337	-0.744296	-0.676490	-1.070474	-1.028750	0.000000	0.724800	0.840007	-0.846801	-0.644591	0.018641	0.561227	-0.113901	-0.182278	-0.332943	-0.024161	0.658632	0.485956	-1.144589	0.749995	-0.675702	-0.854504	-0.334931	-0.226956	1.342097	-0.264191	-0.124728	-0.705006	1.261975	-0.168050	0.074892	-0.094362	0.019470	-0.308595	0.072336	-0.323515	0.100094	0.073115	0.224106	0.162461	0.573691	0.525718	-0.753451	-0.345957	-0.042366	0.042366	-0.028038	0.164827	-0.136789	0.416181	0.457573	-0.873755	-0.133498	0.133498
Zm00001d019195	-0.680344	-0.770485	1.106905	0.319811	0.045610	-0.021494	-0.053389	0.012247	-0.153796	-0.298005	0.838627	-0.137270	-0.153651	-0.054767	1.326733	1.441856	1.447964	0.128969	0.124848	1.210921	1.214438	1.289446	-0.989570	1.081696	-0.008096	-0.144505	-0.059951	1.794151	1.810978	0.947881	0.598301	0.578757	-0.300856	-0.405018	-0.284333	-0.717393	0.812717	0.253099	0.380192	0.018861	0.502147	0.257417	0.296085	0.881350	-0.369969	-1.759698	-1.989514	-2.113170	-1.836490	-1.970535	-1.855411	-1.955807	-0.574618	-0.733777	0.324964	0.187212	0.211295	-1.550622	0.329439	0.364346	0.196823	-0.225030	-0.109565	-0.326378	-0.161692	-0.502533	-1.182416	-1.104122	0.198508	0.341821	0.240543	0.831111	0.704034	0.131187	0.017135	0.164143	0.148857	0.440836	0.000000	0.248084	0.265406	0.248840	-0.099496	-0.302640	-0.360192	0.789960	0.736377	0.673668	-0.198154	-0.777635	0.147235	-0.459575	-0.716726	-0.063393	-0.094996	-0.108656	0.225109	-0.392720	0.183243	0.148052	-0.091789	-0.202848	0.202847	-1.062168	-0.934278	-0.918649	-0.222789	1.221109	1.371306	0.517656	0.027811	-0.009139	-0.260249	-0.181791	-0.692227	-0.618991	0.098257	0.835867	-0.153482	0.981754	0.000000	0.642922	0.406964	-0.272889	-0.258564	0.108670	0.468488	-0.348773	-0.066865	-0.240374	-0.439579	-0.757747	-0.437754	1.195501	0.262658	0.499640	0.428968	-0.373858	-0.441729	-0.375679	0.463190	0.384930	0.296859	-0.134471	-1.010510	-0.026344	-0.014870	0.041214	1.003201	0.875428	1.056603	-0.793431	-0.776452	-0.725765	-0.639581	0.088454	0.050970	-0.208785	0.069360	0.047465	-0.047465	0.236790	0.320173	-0.556962	0.303132	0.386763	-0.689895	-0.315339	0.315338
Zm00001d019573	0.189195	0.062220	0.161883	-0.073830	-0.155850	-0.183618	0.039953	-0.081507	-0.227181	-0.535208	-0.249463	0.096232	-0.001781	0.958957	-0.733703	-0.596332	-0.737662	-0.120946	-0.247763	0.276392	0.202861	0.197654	0.397042	0.383746	0.705482	0.555567	1.034729	0.211904	0.226384	-0.675209	-0.909898	-0.599816	-0.943133	-0.724922	-1.197105	-0.413323	-0.157811	-0.513163	-0.611788	1.067492	-0.638181	-0.487537	-0.564508	-0.094956	1.043656	-0.019566	0.119938	0.303874	0.540884	0.600909	0.713189	0.847336	-0.004847	1.082431	0.862218	1.551708	1.654902	0.324436	1.581369	1.451397	-1.018223	-0.226384	-0.323172	-1.158175	-0.886796	-0.488838	-0.646723	-0.538467	-0.577631	-0.630770	-0.577094	0.038646	-0.144811	1.355029	-0.814475	-0.783758	-0.993770	1.470089	0.000000	-0.639427	-0.584937	-0.688159	0.516622	0.669376	0.726524	0.862771	-0.469563	-0.653534	0.813468	0.878977	1.626616	0.190354	-1.033348	-0.821993	-0.864490	-0.905170	1.327133	-0.764496	-0.738555	0.271674	0.280164	-0.212115	0.212115	0.906754	-0.188812	-0.367145	-0.631620	-0.227130	-0.181739	-0.103824	0.793516	0.348737	-0.007771	0.048159	-0.189438	0.162708	0.033659	-0.208848	0.050214	-0.237418	0.000000	0.493896	0.257279	0.693637	0.650318	-0.769817	-0.743235	1.048009	1.163222	-1.405618	-1.387693	-0.046347	0.184799	-0.138452	-0.529844	0.963372	1.027881	-1.356167	-0.924533	0.819292	-0.189399	-0.046361	-0.152264	0.357669	0.030354	0.025454	0.085899	-0.111354	-0.548816	-0.552394	-0.599636	0.240033	0.235591	0.621642	0.603580	-0.839865	-0.746045	1.466436	0.119475	0.005819	-0.005819	0.530353	0.466515	-0.996867	-0.519364	-0.376547	0.895912	-0.053520	0.053520
